Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
20-057499,2020-12,12/22/2020 10:15,Y, , ,1, ,69702,1,LARCENY-ALL OTHER UNDER $500                      ,4625,LOUISIANA,16,,,4625,LOUISIANA,0,0
20-057567,2020-12,12/22/2020 10:20,Y, , ,1, ,69702,6,LARCENY-ALL OTHER UNDER $500                      ,5270,GILMORE,72,,,5270,GILMORE,0,0
20-057611,2020-12,12/22/2020 10:30,Y, , ,1, ,52312,3,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED    ,3427,JEFFERSON,19,Save A Lot,,3427,JEFFERSON,0,0
20-057457,2020-12,12/22/2020 10:30,Y, , ,1, ,67701,2,LARCENY-FROM BUILDING UNDER $500                  ,5203,CHIPPEWA,14,,,5203,CHIPPEWA,0,0
20-057495,2020-12,12/22/2020 11:00,Y, , ,1, ,64701,1,LARCENY-FROM MTR VEH UNDER $500                   ,4460,GRACE,16,,,4460,GRACE,0,0
20-057482,2020-12,12/22/2020 11:15,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,60,HAMPTON VILLAGE,7,,,60,HAMPTON VILLAGE,0,0
20-057494,2020-12,12/22/2020 11:30,Y, , ,1, ,69702,3,LARCENY-ALL OTHER UNDER $500                      ,1531,VAIL,32,,,1531,VAIL,0,0
20-057463,2020-12,12/22/2020 11:41,Y, , ,1, ,250000,4,LOITERING-BEGGING                                 ,,,35,,,,,0,0
20-057521,2020-12,12/22/2020 12:00,Y, , ,1, ,65701,6,LARCENY-MTR VEH PARTS UNDER $500                  ,1114,,56,,,,,0,0
20-057475,2020-12,12/22/2020 12:30,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,4344,MARTIN LUTHER KING,58,Family Dollar,,4344,DR MARTIN LUTHER KING,0,0
20-057488,2020-12,12/22/2020 13:00,Y, , ,1, ,91113,5,SIMPLE ASSAULT-ADULT/NO INJURY                    ,4930,DELMAR,38,classic nails,,4930,DELMAR,0,0
20-057488,2020-12,12/22/2020 13:00,Y, , ,1, ,91113,5,SIMPLE ASSAULT-ADULT/NO INJURY                    ,4930,DELMAR,38,classic nails,,4930,DELMAR,0,0
20-057577,2020-12,12/22/2020 13:30,Y, , ,1, ,51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,3934,KEOKUK,16,,,3934,KEOKUK,0,0
20-057493,2020-12,12/22/2020 13:30,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT                         ,,,2,,,,,0,0
20-057492,2020-12,12/22/2020 14:00,Y, , ,1, ,41013,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ,4456,KOSSUTH,69,,,4456,KOSSUTH,0,0
20-057890,2020-12,12/22/2020 14:00,Y, , ,1, ,51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,6736,VERMONT,1,,,6736,VERMONT,0,0
20-058435,2020-12,12/22/2020 14:27,Y, , ,1, ,67701,5,LARCENY-FROM BUILDING UNDER $500                  ,5137,WATERMAN,38,,,5137,WATERMAN,0,0
20-057502,2020-12,12/22/2020 14:30,Y, , ,1, ,182999,1,DRUGS-POSSESSION/OTHR UNSPEC DRUG                 ,,,17,4528,,,,0,0
20-058400,2020-12,12/22/2020 14:30,Y, , ,1, ,65601,6,"LARCENY-MTR VEH PARTS $500 - $24,999              ",,,69,,,,,0,0
20-057597,2020-12,12/22/2020 14:51,Y, , ,1, ,69702,3,LARCENY-ALL OTHER UNDER $500                      ,2626,LOUISIANA,25,,,2626,LOUISIANA,0,0
20-057511,2020-12,12/22/2020 15:00,Y, , ,1, ,266510,3,PUBLIC ORDER-TRESPASSING                          ,3505,INDIANA,18,,,3505,INDIANA,0,0
20-057601,2020-12,12/22/2020 15:00,Y, , ,1, ,69602,6,"LARCENY-ALL OTHER $500 - $24,999                  ",,,69,,,,,0,0
20-057572,2020-12,12/22/2020 15:00,Y, , ,1, ,44015,6,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC          ,4223,HARRIS,68,,,4223,HARRIS,0,0
20-057505,2020-12,12/22/2020 15:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT                         ,,,15,,,,,0,0
20-057510,2020-12,12/22/2020 15:25,Y, , ,1, ,32111,4,ROBBERY-RESIDENCE/FIREARM USED/SUCCESSFUL         ,1127,BRISTOL,63,,,1127,BRISTOL,0,0
20-057514,2020-12,12/22/2020 15:30,Y, , ,1, ,43016,4,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC           ,1000,,35,,,1000,WASHINGTON,0,0
20-057520,2020-12,12/22/2020 16:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT                         ,,TOWER GROVE VANDEVEN,39,,,,,0,0
20-057528,2020-12,12/22/2020 16:30,Y, , ,1, ,38111,3,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL       ,,,23,,,,,0,0
20-057530,2020-12,12/22/2020 16:55,Y, , ,1, ,51111,1,BURGLARY-RESIDENCE/DAY/FORCE ENT/OCCUPIED         ,4752,PENNSYLVANIA,17,,,4752,PENNSYLVANIA,0,0
20-057543,2020-12,12/22/2020 16:58,Y, , ,1, ,63701,3,LARCENY-SHOPLIFT UNDER $500                       ,4100,GRAVOIS,30,,,3100,GRAVOIS,0,0
20-057672,2020-12,12/22/2020 17:00,Y, , ,1, ,71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,4200,ARSENAL,15,,,4200,ARSENAL,0,0
20-057558,2020-12,12/22/2020 17:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3116,MOUNT PLEASANT,17,,,3116,MOUNT PLEASANT,0,0
20-057791,2020-12,12/22/2020 17:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1514,19TH,61,,,1514,19TH,0,0
20-057755,2020-12,12/22/2020 17:00,Y, , ,1, ,52312,4,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED    ,3323,WASHINGTON,77,,,3323,WASHINGTON,0,0
20-057643,2020-12,12/22/2020 17:30,Y, , ,1, ,64701,3,LARCENY-FROM MTR VEH UNDER $500                   ,2626,COMPTON,25,,,2626,COMPTON,0,0
20-057533,2020-12,12/22/2020 17:30,Y, , ,1, ,71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,1403,UNION,78,,,1403,UNION,0,0
20-057538,2020-12,12/22/2020 17:32,Y, , ,1, ,211000,2,DUI-DRVING WHILE INTOXICATED                      ,,,10,,,,,0,0
20-057537,2020-12,12/22/2020 17:50,Y, , ,1, ,71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,3337,DELOR,16,,,3337,DELOR,0,0
20-057598,2020-12,12/22/2020 18:00,Y, , ,1, ,64701,1,LARCENY-FROM MTR VEH UNDER $500                   ,4436,ALASKA,16,,,4436,ALASKA,0,0
20-057660,2020-12,12/22/2020 18:00,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500                   ,1919,GRAND,27,,,1919,GRAND,0,0
20-057600,2020-12,12/22/2020 18:00,Y, , ,1, ,51322,4,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,1115,BRISTOL,63,,,1115,BRISTOL,0,0
20-057656,2020-12,12/22/2020 18:00,Y, , ,1, ,64711,5,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,5924,MAPLE,48,,,5924,MAPLE,0,0
20-057613,2020-12,12/22/2020 18:00,Y, , ,1, ,64711,5,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,5696,KINGSBURY,47,,,5696,KINGSBURY,0,0
20-057568,2020-12,12/22/2020 18:16, ,Y, ,-1, ,69702,1,LARCENY-ALL OTHER UNDER $500                      ,3657,MONTANA,16,,,3657,MONTANA,0,0
20-057568,2020-12,12/22/2020 18:16,Y, , ,1, ,69702,1,LARCENY-ALL OTHER UNDER $500                      ,3657,MONTANA,16,,,3657,MONTANA,0,0
20-057547,2020-12,12/22/2020 18:20,Y, , ,1, ,51122,1,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED       ,6218,KINGSHIGHWAY,6,,,6218,KINGSHIGHWAY,0,0
20-057610,2020-12,12/22/2020 18:30,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3834,COMPTON,16,,,3834,COMPTON,0,0
20-057542,2020-12,12/22/2020 18:30,Y, , ,1, ,63701,2,LARCENY-SHOPLIFT UNDER $500                       ,3702,KINGSHIGHWAY,15,Game Stop,,3702,KINGSHIGHWAY,0,0
20-057762,2020-12,12/22/2020 19:00,Y, , ,1, ,71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,7835,IVORY,2,,,7835,IVORY,0,0
20-057642,2020-12,12/22/2020 19:00,Y, , ,1, ,73413,1,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48    ,4075,SCHILLER,5,,,4075,SCHILLER,0,0
20-057545,2020-12,12/22/2020 19:00,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT                         ,,,35,,,,,0,0
20-057550,2020-12,12/22/2020 19:34,Y, , ,1, ,182999,4,DRUGS-POSSESSION/OTHR UNSPEC DRUG                 ,300,11TH,35,,,1110,OLIVE,0,0
20-057555,2020-12,12/22/2020 19:45,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4240,GRAND,16,,,4240,GRAND,0,0
20-057736,2020-12,12/22/2020 19:59,Y, , ,1, ,73413,1,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48    ,6613,IDAHO,1,,,6613,IDAHO,0,0
20-057629,2020-12,12/22/2020 20:00,Y, , ,1, ,71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,5835,DELOR,8,,,5835,DELOR,0,0
20-057566,2020-12,12/22/2020 20:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4887,BESSIE,69,,,4887,BESSIE,0,0
20-057603,2020-12,12/22/2020 20:00,Y, , ,1, ,51312,5,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,4483,LACLEDE,38,,,4483,LACLEDE,0,0
20-057593,2020-12,12/22/2020 20:30,Y, , ,1, ,64701,1,LARCENY-FROM MTR VEH UNDER $500                   ,6429,IDAHO,1,,,6429,IDAHO,0,0
20-057557,2020-12,12/22/2020 20:39,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT                         ,7637,IVORY,2,,,7637,IVORY,0,0
20-057759,2020-12,12/22/2020 21:00,Y, , ,1, ,69702,4,LARCENY-ALL OTHER UNDER $500                      ,610,7TH,35,,,610,7TH,0,0
20-057560,2020-12,12/22/2020 21:55,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",,,53,,,,,0,0
20-057799,2020-12,12/22/2020 22:00,Y, , ,1, ,71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,6012,LOUISIANA,1,,,6012,LOUISIANA,0,0
20-057608,2020-12,12/22/2020 22:00,Y, , ,1, ,65701,6,LARCENY-MTR VEH PARTS UNDER $500                  ,8414,HALLS FERRY,74,,,8414,HALLS FERRY,0,0
20-057592,2020-12,12/22/2020 22:00,Y, , ,1, ,65701,5,LARCENY-MTR VEH PARTS UNDER $500                  ,5359,MINERVA,78,,,5359,MINERVA,0,0
20-057636,2020-12,12/22/2020 22:00,Y, , ,1, ,64601,2,"LARCENY-FROM MTR VEH $500 - $24,999               ",3640,SHAW,27,,,3640,SHAW,0,0
20-057561,2020-12,12/22/2020 22:00,Y, , ,1, ,51211,1,BURGLARY-RESIDENCE/NIT/FORCE ENT/OCCUPIED         ,5021,TENNESSEE,16,,,5021,TENNESSEE,0,0
20-057562,2020-12,12/22/2020 22:15,Y, , ,1, ,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,,GRAND,59,,,,,0,0
20-057594,2020-12,12/22/2020 22:22,Y, , ,1, ,266510,3,PUBLIC ORDER-TRESPASSING                          ,3833,WISCONSIN,18,,,3833,WISCONSIN,0,0
20-057575,2020-12,12/22/2020 22:50,Y, , ,1, ,71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,,,33,,,,,0,0
20-057569,2020-12,12/22/2020 23:10,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4253,BATES,5,,,4241,BATES,0,0
20-057576,2020-12,12/22/2020 23:35,Y, , ,1, ,41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,1453,LASALLE,33,,,1453,LASALLE,0,0
20-057571,2020-12,12/22/2020 23:35,Y, , ,1, ,91113,2,SIMPLE ASSAULT-ADULT/NO INJURY                    ,3155,KINGSHIGHWAY,13,,,3155,KINGSHIGHWAY,0,0
20-057564,2020-12,12/22/2020 23:35,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4567,MCMILLAN,13,,,4567,MAGNOLIA,0,0
20-057570,2020-12,12/22/2020 23:50,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT                         ,5257,THEODOSIA,52,,,5257,THEODOSIA,0,0
20-057551,2020-12,12/23/2005 0:01,Y, , ,1, ,91113,6,SIMPLE ASSAULT-ADULT/NO INJURY                    ,5400,GENEVIEVE,72,,,5400,GENEVIEVE,0,0
20-057704,2020-12,12/23/2020 0:00,Y, , ,1, ,182999,1,DRUGS-POSSESSION/OTHR UNSPEC DRUG                 ,,,2,,,,,0,0
20-057586,2020-12,12/23/2020 0:01,Y, , ,1, ,51221,4,BURGLARY-RESIDENCE/NIT/UNLAW ENT/OCCUPIED         ,1911,BREMEN,65,,,1911,BREMEN,0,0
20-057573,2020-12,12/23/2020 0:34,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT                         ,3412,UNION,52,ST. LOUIS CREDIT UNION,,,,0,0
20-057574,2020-12,12/23/2020 0:53,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT                         ,,,36,,,,,0,0
20-057679,2020-12,12/23/2020 1:00,Y, , ,1, ,64601,2,"LARCENY-FROM MTR VEH $500 - $24,999               ",1919,,27,,,1919,GRAND,0,0
20-057579,2020-12,12/23/2020 1:10,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT                         ,,,35,,,,,0,0
20-057580,2020-12,12/23/2020 1:20,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,13,,60,,,1515,13TH,0,0
20-057580,2020-12,12/23/2020 1:20,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,13,,60,,,1515,13TH,0,0
20-057581,2020-12,12/23/2020 1:20,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3258,JEFFERSON,22,,,3258,JEFFERSON,0,0
20-057604,2020-12,12/23/2020 1:30,Y, , ,1, ,64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,520,JEFFERSON,36,,,520,JEFFERSON,0,0
20-057614,2020-12,12/23/2020 2:00,Y, , ,1, ,65701,4,LARCENY-MTR VEH PARTS UNDER $500                  ,2125,13TH,63,,,2125,13TH,0,0
20-057583,2020-12,12/23/2020 2:20,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT                         ,,,63,,,,,0,0
20-057584,2020-12,12/23/2020 2:30,Y, , ,1, ,52212,2,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE         ,1048,HAMPTON OAKLAND,41,Mercedes-Benz of Saint Louis,,,,0,0
20-057585,2020-12,12/23/2020 2:50,Y, , ,1, ,41016,2,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC           ,3440,KINGSHIGHWAY,15,Taco Bell,,3291,KINGSHIGHWAY,0,0
20-057602,2020-12,12/23/2020 4:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,115,EUCLID,38,CBD Kratom,,115,EUCLID,0,0
20-057587,2020-12,12/23/2020 4:30,Y, , ,1, ,65711,6,LARCENY-MTR VEH PARTS UNDER $500 /ATTEMPT         ,8649,ANNETTA,74,,,8649,ANNETTA,0,0
20-057588,2020-12,12/23/2020 4:38,Y, , ,1, ,52212,1,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE         ,4628,KINGSHIGHWAY,5,License Office,,4628,KINGSHIGHWAY,0,0
20-057591,2020-12,12/23/2020 6:05,Y, , ,1, ,38111,4,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL       ,2600,14TH,63,,,2600,14TH,0,0
20-057964,2020-12,12/23/2020 6:10,Y, , ,1, ,63701,1,LARCENY-SHOPLIFT UNDER $500                       ,4610,CHIPPEWA,5,,,4610,CHIPPEWA,0,0
20-057618,2020-12,12/23/2020 7:00,Y, , ,1, ,51322,6,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,4865,WOODSTOCK,76,,,4865,WOODSTOCK,0,0
20-057749,2020-12,12/23/2020 8:00,Y, , ,1, ,64601,2,"LARCENY-FROM MTR VEH $500 - $24,999               ",3625,MAGNOLIA,27,,,3625,MAGNOLIA,0,0
20-058579,2020-12,12/23/2020 8:30,Y, , ,1, ,65701,2,LARCENY-MTR VEH PARTS UNDER $500                  ,4450,CASTLEMAN,13,,,4450,CASTLEMAN,0,0
20-057838,2020-12,12/23/2020 9:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4004,HYDRAULIC,16,,,4004,HYDRAULIC,0,0
20-057619,2020-12,12/23/2020 10:00,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT                         ,3415,MARCUS,55,,,3415,MARCUS,0,0
20-057612,2020-12,12/23/2020 10:19,Y, , ,1, ,229999,4,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE                ,1207,WASHINGTON,36,,,1207,WASHINGTON,0,0
20-057621,2020-12,12/23/2020 10:20,Y, , ,1, ,265100,4,SAFETY-FIREWORKS VIOLATION                        ,601,CLARK,35,Sport and Social,,601,CLARK,0,0
20-057628,2020-12,12/23/2020 10:50,Y, , ,1, ,91113,5,SIMPLE ASSAULT-ADULT/NO INJURY                    ,4949,,38,,,4949,,0,0
20-057630,2020-12,12/23/2020 11:20,Y, , ,1, ,41014,4,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC           ,111,15TH,36,,,111,15TH,0,0
20-057632,2020-12,12/23/2020 11:30,Y, , ,1, ,41013,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ,2226,EDWARDS,12,,,2226,EDWARDS,0,0
20-057747,2020-12,12/23/2020 12:00,Y, , ,1, ,65701,5,LARCENY-MTR VEH PARTS UNDER $500                  ,711,EUCLID,53,,,711,EUCLID,0,0
20-057675,2020-12,12/23/2020 12:13,Y, , ,1, ,63701,2,LARCENY-SHOPLIFT UNDER $500                       ,3527,BAMBERGER,15,,,3527,BAMBERGER,0,0
20-058132,2020-12,12/23/2020 13:00,Y, , ,1, ,64701,1,LARCENY-FROM MTR VEH UNDER $500                   ,5316,BANCROFT,7,,,5316,BANCROFT,0,0
20-057776,2020-12,12/23/2020 13:00,Y, , ,1, ,51312,2,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,4061,WYOMING,15,,,4061,WYOMING,0,0
20-057646,2020-12,12/23/2020 13:00,Y, , ,1, ,112020,2,FRAUD-CREDIT DEVICE/UNDER $150                    ,,KINGSHIGHWAY MCREE,39,Quick Trip,,,,0,0
20-057640,2020-12,12/23/2020 13:10,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT                         ,,,70,,,,,0,0
20-057674,2020-12,12/23/2020 14:20,Y, , ,1, ,31421,6,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS         ,5706,THEKLA,72,,,5706,THEKLA,0,0
20-057652,2020-12,12/23/2020 14:30,Y, , ,1, ,91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",1020,9TH,62,,,1020,9TH,0,0
20-057654,2020-12,12/23/2020 14:30,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT                         ,,,68,,,,,0,0
20-058509,2020-12,12/23/2020 15:00,Y, , ,1, ,71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,3840,COTTAGE,59,,,3840,COTTAGE,0,0
20-057745,2020-12,12/23/2020 15:00,Y, , ,1, ,65601,1,"LARCENY-MTR VEH PARTS $500 - $24,999              ",4720,BROADWAY,17,,,4720,BROADWAY,0,0
20-057657,2020-12,12/23/2020 15:10,Y, , ,1, ,36422,2,ROBBERY-COMMERCE PL/STRNGARM/NO INJ/SUCCESS       ,4,HAMPTON VILLAGE,7,Five Below,,4,HAMPTON VILLAGE,0,0
20-057661,2020-12,12/23/2020 15:30,Y, , ,1, ,33411,2,ROBBERY-BANK     /STRNGARM/INJURY/SUCCESS         ,4249,WATSON,9,First Community Credit Union,,4249,WATSON,0,0
20-057784,2020-12,12/23/2020 15:30,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT                         ,6759,ARSENAL,10,,,6759,ARSENAL,0,0
20-057662,2020-12,12/23/2020 16:00,Y, , ,1, ,182999,5,DRUGS-POSSESSION/OTHR UNSPEC DRUG                 ,,,78,,,,,0,0
20-057974,2020-12,12/23/2020 16:00,Y, , ,1, ,65701,6,LARCENY-MTR VEH PARTS UNDER $500                  ,5726,HENNER,72,,,5726,HENNER,0,0
20-057669,2020-12,12/23/2020 16:00,Y, , ,1, ,42022,1,AGG.ASSAULT-KNIFE/CITIZEN CHILD 2ND DEGREE        ,4220,38TH,16,,,3239,ITASKA,0,0
20-057663,2020-12,12/23/2020 16:00,Y, , ,1, ,42015,2,ASSLT-AGGRV-KNIFE/CUT-2ND-ADULT-DOMESTIC          ,3816,HUMPHREY,15,,,3816,HUMPHREY,0,0
20-057673,2020-12,12/23/2020 16:15,Y, , ,1, ,69702,3,LARCENY-ALL OTHER UNDER $500                      ,2918,CALIFORNIA,30,,,2918,CALIFORNIA,0,0
20-057681,2020-12,12/23/2020 16:30,Y, , ,1, ,91113,5,SIMPLE ASSAULT-ADULT/NO INJURY                    ,4949,,38,,,4949,,0,0
20-058370,2020-12,12/23/2020 16:30,Y, , ,1, ,71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,3637,BROADWAY,18,IMPERIAL TIRE & AUTOMATIVE,,3637,BROADWAY,0,0
20-057685,2020-12,12/23/2020 17:30,Y, , ,1, ,91113,6,SIMPLE ASSAULT-ADULT/NO INJURY                    ,,,68,,,,,0,0
20-058369,2020-12,12/23/2020 17:30,Y, , ,1, ,71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,5335,SOUTHWEST,13,COLUMBIA AUTO REPAIR,,5335,SOUTHWEST,0,0
20-057686,2020-12,12/23/2020 17:40,Y, , ,1, ,63701,1,LARCENY-SHOPLIFT UNDER $500                       ,4930,KINGSHIGHWAY,6,Big Lots,,4930,KINGSHIGHWAY,0,0
20-057696,2020-12,12/23/2020 17:45,Y, , ,1, ,69702,2,LARCENY-ALL OTHER UNDER $500                      ,4946,POTOMAC,14,,,4946,POTOMAC,0,0
20-057678,2020-12,12/23/2020 17:45,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT                         ,,GRAND GRAVOIS,19,,,,,0,0
20-057794,2020-12,12/23/2020 18:00,Y, , ,1, ,91113,1,SIMPLE ASSAULT-ADULT/NO INJURY                    ,3612,DELOR,16,,,3612,DELOR,0,0
20-057687,2020-12,12/23/2020 18:00,Y, , ,1, ,91113,6,SIMPLE ASSAULT-ADULT/NO INJURY                    ,3053,MARCUS,56,,,3053,MARCUS,0,0
20-057788,2020-12,12/23/2020 18:00,Y, , ,1, ,72113,1,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR     ,3612,DELOR,16,,,3612,DELOR,0,0
20-057788,2020-12,12/23/2020 18:00, ,Y, ,-1, ,72113,1,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR     ,3612,DELOR,16,,,3612,DELOR,0,0
20-057683,2020-12,12/23/2020 18:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT                         ,7057,CHIPPEWA,9,,,7057,CHIPPEWA,0,0
20-057822,2020-12,12/23/2020 18:30,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500                   ,6422,MARQUETTE,9,,,6422,MARQUETTE,0,0
20-057719,2020-12,12/23/2020 18:30,Y, , ,1, ,64701,1,LARCENY-FROM MTR VEH UNDER $500                   ,930,HOLLY HILLS,80,,,919,JEFFERSON,0,0
20-057882,2020-12,12/23/2020 18:30,Y, , ,1, ,64601,1,"LARCENY-FROM MTR VEH $500 - $24,999               ",5301,BROADWAY,1,,,5301,BROADWAY,0,0
20-057698,2020-12,12/23/2020 18:40,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,374,,37,,,374,GRAND,0,0
20-058703,2020-12,12/23/2020 19:00,Y, , ,1, ,67601,2,"LARCENY-FROM BUILDING $500 - $24,999              ",1919,GRAND,27,,,1919,GRAND,0,0
20-057700,2020-12,12/23/2020 19:45,Y, , ,1, ,182999,5,DRUGS-POSSESSION/OTHR UNSPEC DRUG                 ,,UNION RIDGE,51,,,,,0,0
20-058135,2020-12,12/23/2020 20:00,Y, , ,1, ,69702,3,LARCENY-ALL OTHER UNDER $500                      ,3844,ARKANSAS,16,,,3844,ARKANSAS,0,0
20-058009,2020-12,12/23/2020 20:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,7719,MINNESOTA,2,,,7719,MINNESOTA,0,0
20-057714,2020-12,12/23/2020 20:00,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,1100,WASHINGTON,35,Stanley's Cigar Bar,,,,0,0
20-057752,2020-12,12/23/2020 20:00,Y, , ,1, ,67701,5,LARCENY-FROM BUILDING UNDER $500                  ,2521,HODIAMONT,50,,,2521,HODIAMONT,0,0
20-057771,2020-12,12/23/2020 20:00,Y, , ,1, ,65601,1,"LARCENY-MTR VEH PARTS $500 - $24,999              ",4119,TYROLEAN,4,,,4119,TYROLEAN,0,0
20-057827,2020-12,12/23/2020 20:15,Y, , ,1, ,65601,2,"LARCENY-MTR VEH PARTS $500 - $24,999              ",4621,BECK,15,Bomber O'Brien's,,4621,BECK,0,0
20-057707,2020-12,12/23/2020 20:17,Y, , ,1, ,63601,2,"LARCENY-SHOPLIFT $500 - $24,999                   ",4255,HAMPTON,8,TARGET,,4255,HAMPTON,0,0
20-057716,2020-12,12/23/2020 20:56,Y, , ,1, ,64701,1,LARCENY-FROM MTR VEH UNDER $500                   ,4660,CHIPPEWA,5,,,4660,CHIPPEWA,0,0
